Id,Domanda,Opzione corretta,Opzioni
325,"Nell'esecuzione di appalti pubblici e di concessioni, gli operatori economici sono tenuti a rispettare gli obblighi in materia ambientale, sociale e di lavoro?",c,"a) Partenariato per l'innovazione - Dialogo competitivo
 b) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 c) Si, sono tenuti a rispettare gli obblighi stabiliti dalla normativa europea e nazionale e dai contratti collettivi
 d) Sistemi di presentazione delle offerte sotto forma di o che includano un catalogo elettronico, eventualmente corredate di altri documenti, a completamento dell'offerta
 "
326,"Nell'esecuzione di appalti pubblici e di concessioni, gli operatori economici sono tenuti a rispettare gli obblighi in materia di lavoro?",b,"a) Unicamente le procedure di accreditamento c.d. libero e le procedure di co-progettazione e partenariato finalizzate a rapporti puramente gratuiti
 b) Si, sono tenuti a rispettare gli obblighi stabiliti dalla normativa europea e nazionale e dai contratti collettivi
 c) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 d) Dialogo competitivo
 "
327,"Nell'esecuzione di appalti pubblici e di concessioni, gli operatori economici sono tenuti a rispettare gli obblighi in materia di lavoro?",a,"a) Sì, sono tenuti a rispettare gli obblighi stabiliti dalla normativa europea e nazionale e dai contratti collettivi
 b) Unicamente le procedure di accreditamento c.d. libero e le procedure di co-progettazione e partenariato finalizzate a rapporti puramente gratuiti
 c) Si, sono tenuti a rispettare gli obblighi stabiliti dalla normativa europea e nazionale e dai contratti collettivi
 d) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 "
328,Ogni atto compiuto dal Punto Ordinante:,b,"a) Un elemento essenziale del contratto se previsto dalla legge a pena di nullita'
 b) sarà imputato direttamente ed esclusivamente al Soggetto Aggiudicatore di appartenenza, con conseguente obbligo di darne attuazione
 c) L'Autorità di vigilanza sui contratti pubblici di lavori, servizi e forniture su richiesta della stazione appaltante
 d) L'idoneità professionale; la capacità economica e finanziaria; le capacità tecniche e professionali
 "
329,Per affidare dei lavori chi sceglie il contraente?,b,"a) Mercato elettronico della pubblica amministrazione
 b) Il dirigente responsabile del servizio
 c) Le Amministrazioni abilitate possono acquistare i beni e servizi offerti da fornitori abilitati per valori inferiori alla soglia comunitaria
 d) Codice Identificativo di Gara
 "
330,"Per aggiudicare appalti nel quadro di un sistema dinamico di acquisizione, le stazioni appaltanti:",b,"a) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 b) pubblicano un avviso di indizione di gara precisando che si tratta di un sistema dinamico di acquisizione
 c) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 d) No, le procedure di affidamento devono aver luogo nel rispetto degli atti di programmazione
 "
331,Per eseguire opere pubbliche di importo superiore a 150.000 € gli operatori economici devono essere in possesso:,a,"a) della SOA per la categoria e classifica prevista dal bando di gara
 b) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 c) Individuano un responsabile unico del procedimento (RUP) per le fasi della programmazione, della progettazione, dell'affidamento, dell'esecuzione
 d) No, non equivale ad accettazione dell'offerta
 "
332,Per essere funzionale la commissione di aggiudicazione deve:,a,"a) lavorare con il plenum dei suoi componenti
 b) Deve indicare, tra l'altro, gli elementi essenziali del futuro contratto
 c) Deve indicare, tra l'altro, i criteri di selezione delle offerte
 d) Deve indicare, tra l'altro, i criteri di selezione del contraente
 "
333,Per i lavori e i servizi attinenti all'ingegneria e all'architettura il RUP:,b,"a) un Responsabile Unico del Procedimento
 b) deve essere un tecnico
 c) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 d) linee guida, bandi-tipo, capitolati-tipo, contratti-tipo ed altri strumenti di regolazione flessibile, comunque denominati
 "
334,"Per l'aggiudicazione nell'ambito di un sistema dinamico di acquisizione, ai sensi del'art.32 comma 2 del D.Lgs. 36/2023, le stazioni appaltanti osservano le norma previste:",c,"a) Sì, ove ne ravvisi l'opportunità
 b) affidamento diretto per lavori di importo inferiore a 150.000 euro, anche senza consultazione di più operatori economici
 c) per la procedura ristretta
 d) Sì, Su richiesta del RUP
 "
335,"Per le opere pubbliche di interesse statale, la stazione appaltante trasmette il progetto di fattibilità tecnica ed economica, ai sensi dell'art.38 comma 4 del D.Lgs. 36/2023, al:",b,"a) affidamento diretto per lavori di importo inferiore a 150.000 euro, anche senza consultazione di più operatori economici
 b) Consiglio superiore dei lavori pubblici
 c) Sì, nei limiti delle proprie competenze professionali, a condizione che sia in possesso del titolo di studio, della formazione e dell'esperienza professionale necessaria e che non intervengano cause ostative alla coincidenza delle figure indicate nelle citate Linee guida
 d) per la procedura ristretta
 "
336,"Per le P.A. indicate dalla legge, l'obbligo di fare ricorso al mercato elettronico della pubblica amministrazione (MEPA):",c,"a) le stazioni appaltanti consultano gli operatori economici da loro scelti e negoziano con uno o più di essi le condizioni dell'appalto
 b) Deve indicare, tra l'altro, i criteri di selezione degli operatori economici
 c) vige per gli acquisti di beni e servizi di importo pari o superiore a 5.000 euro e al di sotto della soglia di rilievo comunitario
 d) Il principio di rotazione degli operatori economici
 "
337,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quali tra le seguenti è una procedura a carattere eccezionale?",b,"a) Procedure ristrette
 b) Dialogo competitivo
 c) Partenariato per l'innovazione - Dialogo competitivo
 d) Partenariato per l'innovazione
 "
338,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quale tra le seguenti può essere utilizzata in via ordinaria?",c,"a) ristrette
 b) Dialogo competitivo
 c) Procedura aperta
 d) Partenariato per l'innovazione - Dialogo competitivo
 "
339,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quali tra le seguenti sono procedure che possono essere utilizzate solo quando sussistono particolari presupposti?",b,"a) Procedure ristrette
 b) Partenariato per l'innovazione - Dialogo competitivo
 c) Dialogo competitivo
 d) Procedura aperta
 "
340,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quale tra le seguenti è una procedura utilizzabile solo quando sussistono determinati presupposti?",b,"a) Procedure ristrette
 b) Dialogo competitivo
 c) Partenariato per l'innovazione - Dialogo competitivo
 d) Partenariato per l'innovazione
 "
341,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quale tra le seguenti è una procedura che può essere utilizzata solo quando sussistono particolari presupposti?",a,"a) Partenariato per l'innovazione
 b) Procedure ristrette
 c) Dialogo competitivo
 d) Procedura aperta
 "
342,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quale tra le seguenti è una procedura che può essere utilizzata solo quando sussistono particolari presupposti?",b,"a) Procedure ristrette
 b) Dialogo competitivo
 c) Partenariato per l'innovazione - Dialogo competitivo
 d) Partenariato per l'innovazione
 "
343,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quale tra le seguenti è una procedura che può essere utilizzata solo quando sussistono particolari presupposti?",d,"a) Procedure ristrette
 b) Partenariato per l'innovazione - Dialogo competitivo
 c) Partenariato per l'innovazione
 d) Procedura competitiva con negoziazione
 "
344,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quale tra le seguenti è una procedura a carattere eccezionale?",b,"a) Procedure ristrette
 b) Procedura negoziata
 c) Dialogo competitivo
 d) Partenariato per l'innovazione - Dialogo competitivo
 "
345,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quali tra le seguenti è una procedura ordinaria?",a,"a) Procedura aperta
 b) Procedure ristrette
 c) Dialogo competitivo
 d) Partenariato per l'innovazione - Dialogo competitivo
 "
346,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quali tra le seguenti è una procedura ordinaria?",c,"a) Procedure ristrette
 b) Dialogo competitivo
 c) Procedura ristretta
 d) Partenariato per l'innovazione - Dialogo competitivo
 "
347,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quali tra le seguenti è una procedura a carattere eccezionale?",b,"a) Procedure ristrette
 b) Procedura negoziata
 c) Dialogo competitivo
 d) Partenariato per l'innovazione - Dialogo competitivo
 "
348,"Per l'individuazione degli operatori economici che possono presentare offerte per l'affidamento di un contratto pubblico, le stazioni appaltanti utilizzano le procedure previste dal Codice dei contratti pubblici. Quale tra le seguenti è una procedura ordinaria?",c,"a) Procedure ristrette
 b) Dialogo competitivo
 c) Procedura aperta
 d) Partenariato per l'innovazione - Dialogo competitivo
 "
349,Per ogni singola procedura per l'affidamento di un appalto o di una concessione le stazioni appaltanti individuano un:,c,"a) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 b) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 c) responsabile unico del procedimento (RUP) per le fasi della programmazione, della progettazione, dell'affidamento e dell'esecuzione
 d) Procedura negoziata senza previa pubblicazione di un bando di gara
 "
350,Per ogni singola procedura per l'affidamento di un appalto o di una concessione le stazioni appaltanti individuano:,b,"a) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 b) un responsabile unico del procedimento (RUP) per le fasi della programmazione, della progettazione, dell'affidamento, dell'esecuzione
 c) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 d) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 "
351,Per ogni singola procedura per l'affidamento di un appalto o di una concessione le stazioni appaltanti nell'atto di adozione o di aggiornamento dei programmi dei lavori pubblici:,d,"a) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 b) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 c) pubblicano un avviso di indizione di gara precisando che si tratta di un sistema dinamico di acquisizione
 d) Individuano un responsabile unico del procedimento (RUP) per le fasi della programmazione, della progettazione, dell'affidamento, dell'esecuzione
 "
352,Per ogni singola procedura per l'affidamento di un appalto o di una concessione le stazioni appaltanti nominano:,b,"a) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 b) un Responsabile Unico del Procedimento
 c) il numero di candidati idonei da invitare a partecipare alla procedura
 d) è indicato nel bando o nell'avviso
 "
353,Per quale motivo le stazioni appaltanti suddividono gli appalti in lotti funzionali ovvero in lotti prestazionali?,b,"a) Sì, l'appaltatore/operatore può indicare più conti correnti dedicati per un singolo appalto pubblico
 b) Per favorire l'accesso delle microimprese, piccole e medie imprese
 c) La possibilità di una concorrenza effettiva e sono accompagnati da specifiche che consentono l'efficace verifica delle informazioni fornite dagli offerenti, al fine di valutare il grado di soddisfacimento dei criteri di aggiudicazione delle offerte
 d) Solo nel caso in cui l'importo dell'affidamento sia inferiore ai 40.000 euro e con una adeguata motivazione
 "
354,"Per soddisfare la richiesta relativa al possesso dei requisiti di carattere economico, finanziario, tecnico e professionale necessari per la partecipazione a un appalto pubblico, un operatore economico può ricorrere:",d,"a) Sì, Su richiesta del RUP
 b) della SOA per la categoria e classifica prevista dal bando di gara
 c) Partenariato per l'innovazione
 d) all'avvalimento
 "
355,Per un singolo appalto possono essere indicati più conti correnti dedicati?,b,"a) Per favorire l'accesso delle microimprese, piccole e medie imprese
 b) Sì, l'appaltatore/operatore può indicare più conti correnti dedicati per un singolo appalto pubblico
 c) La possibilità di una concorrenza effettiva e sono accompagnati da specifiche che consentono l'efficace verifica delle informazioni fornite dagli offerenti, al fine di valutare il grado di soddisfacimento dei criteri di aggiudicazione delle offerte
 d) Solo nel caso in cui l'importo dell'affidamento sia inferiore ai 40.000 euro e con una adeguata motivazione
 "
356,"Per una Pubblica Amministrazione, quali sono i vantaggi principali nell'uso del Mercato Elettronico (MePA)?",c,"a) Si tratta di una procedura di scelta del contraente in cui qualsiasi operatore economico può chiedere di partecipare in base ad un bando di gara o ad un avviso di indizione di gara, ma le stazioni appaltanti avviano un dialogo solo con gli operatori che, sulla base delle informazioni fornite, vengono invitate
 b) L'intento del legislatore è quello di separare nettamente la fase di scelta del contraente, retta da regole pubblicistiche, che culmina nell'aggiudicazione, dalla fase di stipulazione del contratto, retta da regole di diritto privato
 c) Trasparenza e tracciabilità dell'intero processo d'acquisto
 d) Procedure aperte (D.lgs. 36/2023 e s.m.i.)
 "
357,"Prima dell'avvio delle procedure di affidamento dei contratti pubblici, le stazioni appaltanti:",d,"a) verifica esclusivamente il possesso da parte dell'aggiudicatario dei requisiti economici e finanziari e tecnico-professionali
 b) pubblicano un avviso di indizione di gara precisando che si tratta di un sistema dinamico di acquisizione
 c) No, le procedure di affidamento devono aver luogo nel rispetto degli atti di programmazione
 d) decretano o determinano di contrarre, individuando gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 "
358,Qual è il termine minimo di ricezione dell'offerta in una gara aperta?,c,"a) Deve usare conti correnti postali o bancari dedicati alle commesse pubbliche, anche in via non esclusiva
 b) No, il limite temporale è diversificato proprio in funzione della procedura
 c) 35 giorni dalla pubblicazione del bando
 d) Serve per rilevare il superamento delle soglie comunitarie
 "
359,Qual è la differenza tra procedure aperte e procedure ristrette?,c,"a) No, il limite temporale è diversificato proprio in funzione della procedura
 b) La conclusione di accordi quadro per lavori, forniture o servizi destinati a stazioni appaltanti
 c) Nelle procedure aperte tutti gli operatori economici possono partecipare alla gara, mentre in quelle ristrette la procedura di aggiudicazione si svolge tra operatori economici che sono già stati selezionati e invitati dall'Amministrazione aggiudicatrice
 d) Procedure aperte (D.lgs. 36/2023 e s.m.i.)
 "
360,"Qual è la soglia di rilevanza europea, indicata all'art.14 del D.Lgs. 36/2023, per gli appalti pubblici di forniture, di servizi e per i concorsi pubblici di progettazione aggiudicati dalle stazioni appaltanti che sono autorità governative centrali ?",a,"a) Euro 140.000
 b) Si, devono essere pubblicati nella sezione ""Amministrazione trasparente""
 c) Si, devono essere pubblicati nella sezione ""Amministrazione trasparente""
 d) No, le procedure di affidamento devono aver luogo nel rispetto degli atti di programmazione
 "
361,"Qual è la soglia di rilevanza europea, indicata all'art.14 del D.Lgs. 36/2023, per gli appalti pubblici di lavori e per le concessioni?",d,"a) affidamento diretto per lavori di importo inferiore a 150.000 euro, anche senza consultazione di più operatori economici
 b) Prima dell'avvio delle procedure di affidamento
 c) L'idoneità professionale; la capacità economica e finanziaria; le capacità tecniche e professionali
 d) Euro 5.382.000
 "
362,Qual è l'importo unitario delle procedure contenute nel programma biennale di forniture e servizi?,d,"a) No, il limite temporale è diversificato proprio in funzione della procedura
 b) Serve per rilevare il superamento delle soglie comunitarie
 c) La possibilità di una concorrenza effettiva e sono accompagnati da specifiche che consentono l'efficace verifica delle informazioni fornite dagli offerenti, al fine di valutare il grado di soddisfacimento dei criteri di aggiudicazione delle offerte
 d) Pari o superiore a 40.000 euro
 "
363,Qual è l'intento del legislatore in relazione al Codice dei contratti Pubblici?,a,"a) L'intento del legislatore è quello di separare nettamente la fase di scelta del contraente, retta da regole pubblicistiche, che culmina nell'aggiudicazione, dalla fase di stipulazione del contratto, retta da regole di diritto privato
 b) L'Accordo Quadro consiste in un accordo, concluso tra una stazione appaltante e uno o più operatori economici, il cui scopo è quello di stabilire le condizioni base (prezzi, qualità, quantità) dei successivi appalti (specifici) che saranno aggiudicati dalle singole amministrazioni durante un dato periodo
 c) Trasparenza e tracciabilità dell'intero processo d'acquisto
 d) Si tratta di una procedura di scelta del contraente in cui qualsiasi operatore economico può chiedere di partecipare in base ad un bando di gara o ad un avviso di indizione di gara, ma le stazioni appaltanti avviano un dialogo solo con gli operatori che, sulla base delle informazioni fornite, vengono invitate
 "
364,Qual è una delle principali attività delle Centrali di committenza?,c,"a) Un codice alfanumerico univoco e obbligatorio che identifica una gara d'appalto
 b) Le Amministrazioni abilitate possono acquistare i beni e servizi offerti da fornitori abilitati per valori inferiori alla soglia comunitaria
 c) La conclusione di accordi quadro per lavori, forniture o servizi destinati a stazioni appaltanti
 d) Nelle procedure aperte tutti gli operatori economici possono partecipare alla gara, mentre in quelle ristrette la procedura di aggiudicazione si svolge tra operatori economici che sono già stati selezionati e invitati dall'Amministrazione aggiudicatrice
 "
365,Quale è il criterio di aggiudicazione usato per i contratti legati ai servizi di ristorazione ospedaliera?,b,"a) Prima dell'avvio delle procedure di affidamento
 b) L'offerta economicamente più vantaggiosa
 c) La possibilità di una concorrenza effettiva e sono accompagnati da specifiche che consentono l'efficace verifica delle informazioni fornite dagli offerenti, al fine di valutare il grado di soddisfacimento dei criteri di aggiudicazione delle offerte
 d) Prima dell'avvio delle procedure di affidamento
 "
366,Quale è il valore massimo per il criterio di aggiudicazione al minor prezzo?,b,"a) Serve per rilevare il superamento delle soglie comunitarie
 b) Un milione di euro
 c) 35 giorni dalla pubblicazione del bando
 d) La possibilità di una concorrenza effettiva e sono accompagnati da specifiche che consentono l'efficace verifica delle informazioni fornite dagli offerenti, al fine di valutare il grado di soddisfacimento dei criteri di aggiudicazione delle offerte
 "
367,Quale è l'importo per l' acquisizione di beni e servizi sottosoglia nei settori ordinari da parte delle Amministrazioni che non sono Autorità governative centrali?,a,"a) 215.000,00 euro al netto dell'IVA
 b) Si, secondo le modalita' e i criteri stabiliti dal codice dei contratti
 c) No, gli acquisti in MEPA devono essere fatti al di sotto la soglia minima comunitaria
 d) l'ordine d'acquisto (OdA) e la richiesta d'offerta (RdO)
 "
368,"Quale alternativa di risposta contiene il sistema di scelta ordinario del contraente in cui ogni operatore economico può presentare una domanda di partecipazione, in risposta ad un avviso di indizione di una gara, fornendo le informazioni richieste dall'amministrazione aggiudicatrice, ai fini della selezione qualitativa?",a,"a) Procedura ristretta
 b) Entro cinque giorni dall'adozione del provvedimento
 c) Entro cinque giorni dall'adozione del provvedimento
 d) La domanda di partecipazione; il documento di gara unico europeo; l'offerta; ogni altro documento richiesto per la partecipazione alla procedura di gara
 "
369,Quale criterio di aggiudicazione si può applicare in caso di appalto di lavori di importo inferiore ad un milione di euro?,c,"a) La possibilità di una concorrenza effettiva e sono accompagnati da specifiche che consentono l'efficace verifica delle informazioni fornite dagli offerenti, al fine di valutare il grado di soddisfacimento dei criteri di aggiudicazione delle offerte
 b) E' basato sull'importo totale pagabile, al netto dell'IVA, dall'Amministrazione compresa qualsiasi forma di opzione e rinnovo contrattuale
 c) Il minor prezzo e l'offerta economicamente più vantaggiosa
 d) Il Documento di gara unico europeo (DGUE) che consiste in un'autodichiarazione aggiornata come prova documentale preliminare in sostituzione dei certificati rilasciati da autorità pubbliche o terzi in cui il concorrente conferma le situazioni giuridiche ed i criteri di selezione fissati dal D.Lgs. 50/2016 e s.m.i. al fine di partecipare ad una gara d'appalto
 "
370,Quale di questi NON è un elemento essenziale del contratto?,d,"a) il responsabile unico del procedimento
 b) Recesso, sospensione, risoluzione
 c) Serve per rilevare il superamento delle soglie comunitarie
 d) Termine
 "
371,Quale ente si occupa di determinare le linee guida per le procedure negoziate?,d,"a) il responsabile unico del procedimento
 b) Deve usare conti correnti postali o bancari dedicati alle commesse pubbliche, anche in via non esclusiva
 c) L'Autorità Nazionale Anticorruzione (ANAC)
 d) Anac
 "
372,Quale ente si occupa di stabilire le modalità di dettaglio per la formazione degli elenchi degli operatori economici?,c,"a) Il criterio del prezzo più basso ovvero il criterio della offerta economicamente più vantaggiosa
 b) Il RUP si avvale del direttore dei lavori, del coordinatore in materia di salute e sicurezza durante la fase di esecuzione secondo la normativa prevista nonché del collaudatore e del verificatore della conformità
 c) L'ANAC con proprie linee guida stabilisce le modalità di dettaglio per la formazione e gestione degli elenchi degli operatori economici
 d) È pubblicato sul profilo del committente, sul sito informatico del Ministero delle infrastrutture e dei trasporti e dell'Osservatorio dei contratti pubblici
 "
373,Quale ente si occupa di stabilire le modalità di dettaglio per la formazione degli elenchi degli operatori economici?,d,"a) Il criterio del prezzo più basso ovvero il criterio della offerta economicamente più vantaggiosa
 b) Il RUP si avvale del direttore dei lavori, del coordinatore in materia di salute e sicurezza durante la fase di esecuzione secondo la normativa prevista nonché del collaudatore e del verificatore della conformità
 c) È pubblicato sul profilo del committente, sul sito informatico del Ministero delle infrastrutture e dei trasporti e dell'Osservatorio dei contratti pubblici
 d) L'ANAC con proprie linee guida stabilisce le modalità di dettaglio per la formazione e gestione degli elenchi degli operatori economici
 "
374,Quale normativa regola i rapporti tra Consip spa e il Mef?,a,"a) Art.26, Legge 488/99 e successive modificazioni
 b) L'Autorità di vigilanza sui contratti pubblici di lavori, servizi e forniture su richiesta della stazione appaltante
 c) La possibilità di una concorrenza effettiva e sono accompagnati da specifiche che consentono l'efficace verifica delle informazioni fornite dagli offerenti, al fine di valutare il grado di soddisfacimento dei criteri di aggiudicazione delle offerte
 d) Gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 "
375,Quale organo adotta le linee guida in materia di contratti pubblici?,a,"a) L'ANAC
 b) il responsabile unico del procedimento
 c) Deve usare conti correnti postali o bancari dedicati alle commesse pubbliche, anche in via non esclusiva
 d) Prima dell'avvio delle procedure di affidamento
 "
376,Quale soggetto definisce periodicamente il valore degli appalti sottosoglia?,d,"a) Serve per rilevare il superamento delle soglie comunitarie
 b) Gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 c) Le modalità di gara e le clausole contrattuali essenziali
 d) La Commissione europea, con apposito provvedimento
 "
377,"Quale soggetto, tra quelli elencati di seguito, svolge i compiti di vigilanza e controllo sui contratti pubblici e l'attività di regolazione degli stessi?",a,"a) L'Autorità Nazionale Anticorruzione (ANAC)
 b) Deve usare conti correnti postali o bancari dedicati alle commesse pubbliche, anche in via non esclusiva
 c) Sì, nei limiti delle proprie competenze professionali, a condizione che sia in possesso del titolo di studio, della formazione e dell'esperienza professionale necessaria e che non intervengano cause ostative alla coincidenza delle figure indicate nelle citate Linee guida
 d) Sono soggette al Codice dei contratti pubblici, al fine di tutelare la concorrenza anche fra enti del terzo settore, ove il servizio sia prospetticamente svolto dall'affidatario in forma onerosa
 "
378,Quale tra le seguenti è una procedura in cui le stazioni appaltanti consultano gli operatori economici da loro scelti e negoziano con uno o più di essi le condizioni dell'appalto?,a,"a) Procedure negoziate
 b) Partenariato per l'innovazione
 c) Procedura competitiva con negoziazione
 d) Nei casi in cui l'Amministrazione dia il via ad una procedura negoziata, al fine di motivare la scelta di questo tipo di procedura
 "
379,Quale tra le seguenti fasi della procedura ad evidenza pubblica viene per prima rispetto alle altre?,b,"a) Aggiudicazione e stipula del contratto
 b) Determinazione a contrattare
 c) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 d) Non vi è decadenza della commissione, che rimane in carica
 "
380,Quale tra le seguenti fasi della procedura ad evidenza pubblica viene per prima rispetto alle altre?,b,"a) Aggiudicazione e stipula del contratto
 b) Pubblicazione del bando di gara
 c) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 d) Non vi è decadenza della commissione, che rimane in carica
 "
381,Quale tra le seguenti fasi della procedura ad evidenza pubblica viene per prima rispetto alle altre?,d,"a) Aggiudicazione e stipula del contratto
 b) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 c) Non vi è decadenza della commissione, che rimane in carica
 d) Scelta del contraente
 "
382,Quale tra le seguenti fasi della procedura ad evidenza pubblica viene per prima rispetto alle altre?,d,"a) Aggiudicazione e stipula del contratto
 b) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 c) Non vi è decadenza della commissione, che rimane in carica
 d) Determinazione a contrattare
 "
383,Quale tra le seguenti fasi della procedura ad evidenza pubblica viene per prima rispetto alle altre?,b,"a) Aggiudicazione e stipula del contratto
 b) Scelta del contraente
 c) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 d) Non vi è decadenza della commissione, che rimane in carica
 "
384,Quale tra le seguenti fasi della procedura ad evidenza pubblica viene per ultima rispetto alle altre?,b,"a) Non vi è decadenza della commissione, che rimane in carica
 b) Aggiudicazione e stipula del contratto
 c) Il criterio del prezzo più basso ovvero il criterio della offerta economicamente più vantaggiosa
 d) Attività di natura tecnica relativa alla valutazione delle offerte presentate
 "
385,"Quali contratti richiedono per il loro perfezionamento, oltre al consenso dei contraenti, la consegna del bene oggetto del contratto?",a,"a) I contratti reali
 b) deve costituire una garanzia denominata ""garanzia definitiva""
 c) Recesso, sospensione, risoluzione
 d) Prima dell'avvio delle procedure di affidamento
 "
386,"Quali funzioni ha assunto, a seguito dell'entrata in vigore della Legge 11 agosto 2014, n. 114, di conversione del decreto legge 24 giugno 2014, n.90, la nuova Autorità Nazionale Anticorruzione?",c,"a) le stazioni appaltanti favoriscono l'inserimento nel contratto di clausole di rinegoziazione
 b) non è ammissibile ove l'appalto consequenziale comporti modifiche sostanziali alla tipologia delle prestazioni previste nell'accordo
 c) Ha assorbito le funzioni e le risorse dell'ex Autorità per la vigilanza sui contratti pubblici di lavori, servizi e forniture (AVCP)
 d) nei documenti di gara iniziali delle procedure di affidamento è obbligatorio l'inserimento delle clausole di revisione prezzi
 "
387,Quali istituti possono incidere sulla produzione di effetti del contratto stipulato?,d,"a) Serve per rilevare il superamento delle soglie comunitarie
 b) La decadenza dell'assegnatario
 c) Gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 d) Recesso, sospensione, risoluzione
 "
388,"Quali procedure di scelta del contraente prevista dal Codice dei contratti pubblici consiste in un processo per fasi successive basato su un dispositivo elettronico di presentazione di nuovi prezzi modificati al ribasso o di nuovi valori riguardanti taluni elementi delle offerte, che interviene dopo una prima valutazione completa delle offerte permettendo che la loro classificazione possa essere effettuata sulla base di un trattamento automatico?",a,"a) Asta elettronica
 b) A una commissione giudicatrice
 c) La commissione giudicatrice
 d) Procedura ristretta
 "
389,Quali sono gli elementi che costituiscono la Determina a contrarre?,b,"a) L'Autorità di vigilanza sui contratti pubblici di lavori, servizi e forniture su richiesta della stazione appaltante
 b) La modalità di gara e le clausole contrattuali essenziali
 c) Gli elementi essenziali del contratto e i criteri di selezione degli operatori economici e delle offerte
 d) Nei casi in cui l'Amministrazione dia il via ad una procedura negoziata, al fine di motivare la scelta di questo tipo di procedura
 "
